x,t,ts
3.0237796,0.02,0.8107827101708923
3.0337923,0.02,0.8123079479681321
3.043805,0.02,0.813837930771922
3.0538175,0.02,0.8153714343288028
3.06383,0.02,0.8169074045333418
3.0738425,0.02,0.8184448651114737
3.083855,0.02,0.8199829473743735
3.0938675,0.02,0.8215208892531414
3.10388,0.02,0.8230580341449006
3.1138926,0.02,0.8245938449136041
3.123905,0.02,0.8261278257447611
3.1339176,0.02,0.827659689093661
3.14393,0.02,0.8291891241587295
3.1539426,0.02,0.8307160397364114
3.163955,0.02,0.8322403178002017
3.1739676,0.02,0.833762055358896
3.18398,0.02,0.835281318638486
3.1939926,0.02,0.8367983839457201
3.204005,0.02,0.8383134924684089
3.2140176,0.02,0.8398270902595764
3.22403,0.02,0.8413395835528358
3.2340426,0.02,0.8428515780897449
3.244055,0.02,0.8443636347341071
3.2540677,0.02,0.8458765235824716
3.26408,0.02,0.8473909039742746
3.2740927,0.02,0.8489077298967148
3.2841053,0.02,0.8504278237538084
3.294118,0.02,0.8519521762319701
3.3041303,0.02,0.853481730717336
3.314143,0.02,0.8550176857781525
3.3241553,0.02,0.8565610487565595
3.334168,0.02,0.8581131240083847
3.3441803,0.02,0.8596750165530364
3.354193,0.02,0.8612481254704153
3.3642054,0.02,0.8628336575039658
3.374218,0.02,0.8644330476771673
3.3842304,0.02,0.8660476246551111
3.394243,0.02,0.8676788792323135
3.4042554,0.02,0.8693282033115096
3.414268,0.02,0.8709971478358163
3.4242804,0.02,0.8726871562096017
3.434293,0.02,0.8743998282588148
3.4443054,0.02,0.876136647146272
3.454318,0.02,0.8778992503232178
3.4643304,0.02,0.8796891489599595
3.474343,0.02,0.8815080068773694
3.4843554,0.02,0.8833573514900585
3.494368,0.02,0.8852388617248721
3.5043805,0.02,0.8871540887599535
3.514393,0.02,0.8891046574377862
3.5244055,0.02,0.8910921702302973
3.534418,0.02,0.893118222968479
3.5444305,0.02,0.8951844019374771
3.5544431,0.02,0.8972923022307244
3.5644555,0.02,0.8994434185008959
3.5744681,0.02,0.9016393768520932
3.5844805,0.02,0.9038816084402824
3.5944932,0.02,0.9061717206956245
3.6045058,0.02,0.9085110911810608
3.6145184,0.02,0.9109011800321667
3.6245308,0.02,0.9133433423524323
3.6345434,0.02,0.9158390440241803
3.6445558,0.02,0.9183895145517122
3.6545684,0.02,0.9209961429852552
3.6645808,0.02,0.9236600672108558
3.6745934,0.02,0.9263825875710943
3.6846058,0.02,0.9291647380133697
3.6946185,0.02,0.9320077469026036
3.7046309,0.02,0.9349124750870408
3.7146435,0.02,0.9378800375816594
3.7246559,0.02,0.9409112232678782
3.7346685,0.02,0.9440069942020525
3.744681,0.02,0.9471680299664454
3.7546935,0.02,0.9503950598614914
3.764706,0.02,0.9536887068468217
3.7747185,0.02,0.9570495150554658
3.784731,0.02,0.9604779467170907
3.7947435,0.02,0.9639743790880566
3.804756,0.02,0.9675391013909118
3.8147686,0.02,0.9711723483955368
3.824781,0.02,0.9748741142408269
3.8347936,0.02,0.9786445537125302
3.8448062,0.02,0.9824835003298016
3.8548188,0.02,0.9863907577841788
3.8648312,0.02,0.9903659436664539
3.8748438,0.02,0.9944088055517156
3.8848562,0.02,0.9985186589376716
3.8948689,0.02,1.002695072469285
3.9048812,0.02,1.0069369982738696
3.9148939,0.02,1.0112439003066123
3.9249063,0.02,1.0156144808064738
3.9349189,0.02,1.02004783416853
3.9449313,0.02,1.0245425326690176
3.954944,0.02,1.029097420864859
3.9649563,0.02,1.0337106662181557
3.974969,0.02,1.0383809893850031
3.9849813,0.02,1.0431062325850677
3.994994,0.02,1.047884849898277
4.005006,0.02,1.0527142501040279
4.0150185,0.02,1.057592804267056
4.025031,0.02,1.0625179223066445
4.0350432,0.02,1.0674869593111522
4.045056,0.02,1.0724977220332115
4.0550685,0.02,1.0775469726470381
4.065081,0.02,1.0826319231884438
4.0750933,0.02,1.0877493848378348
4.0851064,0.02,1.0928966359178038
4.095119,0.02,1.0980696246448278
4.1051316,0.02,1.1032650736080325
4.115144,0.02,1.1084791962687137
4.1251564,0.02,1.1137082665313185
4.135169,0.02,1.1189484129908591
4.1451817,0.02,1.1241954623716457
4.155194,0.02,1.129444888072766
4.1652064,0.02,1.134692547128726
4.175219,0.02,1.1399339486835247
4.1852317,0.02,1.1451643618700504
4.195244,0.02,1.1503787168227664
4.2052565,0.02,1.1555723902250994
4.215269,0.02,1.160740219031482
4.2252817,0.02,1.165877129610139
4.235294,0.02,1.1709775278712853
4.2453065,0.02,1.1760363282608013
4.255319,0.02,1.18104793809905
4.2653317,0.02,1.186006874978991
4.275344,0.02,1.1909071802981372
4.2853565,0.02,1.1957434130352989
4.295369,0.02,1.2005096744309567
4.305382,0.02,1.205200342909514
4.315394,0.02,1.2098088253323784
4.325407,0.02,1.2143301144779004
4.3354197,0.02,1.2187576676822722
4.3454323,0.02,1.2230856268982222
4.3554444,0.02,1.2273078847186503
4.365457,0.02,1.2314189414514791
4.3754697,0.02,1.2354127384923579
4.3854823,0.02,1.2392833645904133
4.3954945,0.02,1.2430249510905953
4.405507,0.02,1.2466320853828856
4.4155197,0.02,1.2500991481210142
4.4255323,0.02,1.2534205809670074
4.4355445,0.02,1.2565909824611083
4.445557,0.02,1.2596054212322436
4.4555697,0.02,1.262458876464834
4.4655824,0.02,1.265146502801767
4.4755945,0.02,1.2676635858998389
4.485607,0.02,1.2700060481488773
4.49562,0.02,1.2721698083492106
4.5056324,0.02,1.2741508234164258
4.5156446,0.02,1.2759456783623926
4.525657,0.02,1.2775512394012773
4.53567,0.02,1.2789646710271965
4.5456824,0.02,1.2801832738035146
4.5556946,0.02,1.2812049538568098
4.565707,0.02,1.2820279666076801
4.57572,0.02,1.2826509317430546
4.5857325,0.02,1.2830727994487088
4.5957446,0.02,1.2832930473354298
4.605757,0.02,1.2833115771653019
4.61577,0.02,1.2831286939205255
4.6257825,0.02,1.282745204354854
4.6357946,0.02,1.282162387577131
4.6458073,0.02,1.2813819083333815
4.65582,0.02,1.280406002534595
4.6658325,0.02,1.279237383429309
4.6758447,0.02,1.2778792470675144
4.6858573,0.02,1.2763351472537354
4.69587,0.02,1.274609246861987
4.7058825,0.02,1.2727062047331417
4.7158947,0.02,1.2706311241649493
4.7259073,0.02,1.2683893865457372
4.73592,0.02,1.2659870223652163
4.7459326,0.02,1.2634304884672862
4.7559447,0.02,1.2607267264228879
4.7659574,0.02,1.2578826625615551
4.77597,0.02,1.2549060905951275
4.7859826,0.02,1.2518049459883838
4.7959948,0.02,1.248587656501845
4.8060074,0.02,1.2452625698350646
4.81602,0.02,1.241838697783417
4.8260326,0.02,1.2383251771220987
4.836045,0.02,1.2347314376400897
4.8460574,0.02,1.2310669550550086
4.85607,0.02,1.2273413543948701
4.8660827,0.02,1.223564491337119
4.876095,0.02,1.2197464626148935
4.8861074,0.02,1.2158970342771849
4.89612,0.02,1.2120261342293392
4.9061327,0.02,1.2081437440123999
4.916145,0.02,1.2042599399616487
4.9261575,0.02,1.200384273130867
4.93617,0.02,1.1965264700184821
4.9461827,0.02,1.1926959321835784
4.956195,0.02,1.188902159177488
4.9662075,0.02,1.1851539520503844
4.97622,0.02,1.181460141459172
4.9862328,0.02,1.177829066540493
4.996245,0.02,1.174269158852355
5.0062575,0.02,1.170787835133453
5.01627,0.02,1.1673925471464277
5.026283,0.02,1.1640900543274404
5.036295,0.02,1.1608873198887215
5.0463076,0.02,1.1577898336417367
5.05632,0.02,1.1548033689294297
5.066333,0.02,1.1519327083984463
5.076345,0.02,1.1491827970426225
5.0863576,0.02,1.1465571481106704
5.09637,0.02,1.1440593948248923
5.106383,0.02,1.141692209825892
5.116395,0.02,1.1394582705716905
5.1264076,0.02,1.1373589592040876
5.1364202,0.02,1.1353956003537837
5.146433,0.02,1.133568787284344
5.156445,0.02,1.1318787646976927
5.1664577,0.02,1.1303248049356656
5.1764703,0.02,1.1289060342277646
5.186483,0.02,1.1276208877006704
5.196495,0.02,1.1264674070018863
5.206508,0.02,1.125442855795926
5.216521,0.02,1.124544329628177
5.2265334,0.02,1.123768385010874
5.2365456,0.02,1.1231110515588427
5.246558,0.02,1.1225679619569529
5.256571,0.02,1.122134374280977
5.2665834,0.02,1.1218052398131009
5.2765956,0.02,1.1215750919822811
5.286608,0.02,1.1214381674938962
5.296621,0.02,1.1213884321963605
5.3066335,0.02,1.1214195969521883
5.3166456,0.02,1.1215251288732182
5.3266582,0.02,1.121698318568197
5.336671,0.02,1.1219322797881615
5.3466835,0.02,1.1222199739162249
5.3566957,0.02,1.1225542621482942
5.3667083,0.02,1.1229279550785096
5.376721,0.02,1.1233337802495227
5.3867335,0.02,1.1237644387025434
5.3967457,0.02,1.124212643755839
5.4067583,0.02,1.1246711781861265
5.416771,0.02,1.1251328376798237
5.4267836,0.02,1.1255905041747527
5.4367957,0.02,1.1260371577548822
5.446809,0.02,1.1264659985354737
5.4568214,0.02,1.1268702116015645
5.466834,0.02,1.12724328948381
5.476846,0.02,1.1275788388350296
5.486859,0.02,1.127870750152461
5.4968715,0.02,1.1281130368711014
5.506884,0.02,1.1283000107255383
5.5168962,0.02,1.1284262132008036
5.526909,0.02,1.1284864567610544
5.5369215,0.02,1.1284758066563207
5.546934,0.02,1.1283896176909076
5.5569463,0.02,1.1282235314743736
5.566959,0.02,1.127973464373102
5.5769715,0.02,1.1276356534793754
5.586984,0.02,1.1272066184457676
5.5969963,0.02,1.126683195664942
5.607009,0.02,1.1260624779121386
5.6170216,0.02,1.1253419205845023
5.627034,0.02,1.1245192647410416
5.6370463,0.02,1.123592534437006
5.647059,0.02,1.1225600012960693
5.6570716,0.02,1.121420325610732
5.667084,0.02,1.1201724231203125
5.6770964,0.02,1.118815452067279
5.687109,0.02,1.1173488360255415
5.6971216,0.02,1.1157723220538234
5.7071342,0.02,1.1140858908130893
5.7171464,0.02,1.1122898485283634
5.727159,0.02,1.1103845271528765
5.7371716,0.02,1.1083707061150523
5.7471843,0.02,1.106249298816861
5.7571964,0.02,1.1040216125091427
5.767209,0.02,1.1016887611987123
5.7772217,0.02,1.0992523822967382
5.7872343,0.02,1.0967142646583807
5.7972465,0.02,1.0940764085109134
5.807259,0.02,1.09134071397697
5.8172717,0.02,1.088509440623724
5.8272843,0.02,1.08558505782979
5.8372965,0.02,1.0825701824160083
5.847309,0.02,1.0794672537836105
5.8573217,0.02,1.0762790621071758
5.8673344,0.02,1.0730085415826096
5.8773465,0.02,1.0696588661370032
5.887359,0.02,1.0662327627335346
5.897372,0.02,1.0627333258430858
5.9073844,0.02,1.0591641504931264
5.9173965,0.02,1.0555284104913172
5.927409,0.02,1.0518291758431109
5.937422,0.02,1.0480697723696892
5.9474344,0.02,1.044254023022574
5.9574466,0.02,1.0403852213696134
5.967459,0.02,1.0364666752523757
5.977472,0.02,1.0325017012193547
5.9874845,0.02,1.0284942226545644
5.9974966,0.02,1.024447696651978
6.007509,0.02,1.0203653293812438
6.017522,0.02,1.0162504739553553
6.0275345,0.02,1.0121070479034517
6.0375466,0.02,1.0079384599731855
6.0475593,0.02,1.003747715186464
6.057572,0.02,0.9995384559839113
6.0675845,0.02,0.9953141268674024
6.0775967,0.02,0.9910780933201957
6.0876093,0.02,0.986833339974941
6.097622,0.02,0.9825832295565892
6.1076345,0.02,0.9783310773478647
6.1176467,0.02,0.9740800622426249
6.1276593,0.02,0.9698329691896153
6.137672,0.02,0.9655929511125291
6.1476846,0.02,0.9613630587422523
6.1576967,0.02,0.9571463643555629
6.1677094,0.02,0.9529452456857448
6.177722,0.02,0.9487627730805605
6.1877346,0.02,0.9446016129377928
6.1977468,0.02,0.9404645699608721
6.2077594,0.02,0.9363538836458557
6.217772,0.02,0.9322722189845728
6.2277846,0.02,0.9282220032879408
6.237797,0.02,0.9242056710040745
6.24781,0.02,0.9202251845221298
6.2578225,0.02,0.9162831888352799
6.267835,0.02,0.9123816169094383
6.2778473,0.02,0.9085226032917139
6.28786,0.02,0.9047079009733165
6.2978725,0.02,0.90093964775926
6.307885,0.02,0.8972195997786108
6.3178973,0.02,0.893549587603468
6.32791,0.02,0.8899310757682728
6.3379226,0.02,0.886365855677016
6.347935,0.02,0.8828554946083077
6.3579473,0.02,0.8794014151689581
6.36796,0.02,0.8760048341858837
6.3779726,0.02,0.8726672377641717
6.387985,0.02,0.8693898981205257
6.3979974,0.02,0.8661739177968147
6.40801,0.02,0.8630203332190901
6.4180226,0.02,0.8599302378039445
6.4280353,0.02,0.8569045606944081
6.4380474,0.02,0.8539443988431454
6.44806,0.02,0.8510502484806428
6.4580727,0.02,0.8482229866668863
6.4680853,0.02,0.8454633593205453
6.4780974,0.02,0.8427720948972043
6.48811,0.02,0.840149484800401
6.4981227,0.02,0.8375961371158945
6.5081353,0.02,0.8351125379227791
6.5181475,0.02,0.8326991304737309
6.52816,0.02,0.8303560591673692
6.5381727,0.02,0.8280836081084629
6.5481853,0.02,0.8258820442531895
6.5581975,0.02,0.823751569607767
6.56821,0.02,0.821692120259406
6.5782228,0.02,0.8197037346714354
6.5882354,0.02,0.8177864924829678
6.5982475,0.02,0.8159403714461074
6.60826,0.02,0.8141650820773219
6.618273,0.02,0.8124604448007219
6.6282854,0.02,0.8108264268439906
6.6382976,0.02,0.8092626892927809
6.6483107,0.02,0.8077687576543028
6.6583233,0.02,0.8063444915136532
6.668336,0.02,0.8049894058663715
6.678348,0.02,0.803703166791313
6.6883607,0.02,0.8024851193654513
6.6983733,0.02,0.8013348544131577
6.708386,0.02,0.8002518002727453
6.718398,0.02,0.7992354543379644
6.7284107,0.02,0.7982850584393504
6.7384233,0.02,0.7974000470693455
6.748436,0.02,0.7965797254526347
6.758448,0.02,0.7958234482466037
6.7684608,0.02,0.7951303715717968
6.7784734,0.02,0.7944998140780196
6.788486,0.02,0.793930982015094
6.798498,0.02,0.7934231034311144
6.808511,0.02,0.7929752806479913
6.8185234,0.02,0.7925867508799385
6.828536,0.02,0.7922566255123363
6.838548,0.02,0.7919840592188175
6.848561,0.02,0.7917681310670287
6.8585734,0.02,0.7916079874694495
6.868586,0.02,0.7915027118758943
6.878598,0.02,0.791451401992835
6.888611,0.02,0.7914531400045103
6.8986235,0.02,0.791507013293666
6.908636,0.02,0.7916121026095546
6.9186482,0.02,0.7917674846045574
6.928661,0.02,0.7919722593791055
6.9386735,0.02,0.7922254982397859
6.948686,0.02,0.7925262994422638
6.9586983,0.02,0.7928737555094332
6.968711,0.02,0.7932669973289642
6.9787235,0.02,0.7937051218112737
6.988736,0.02,0.7941872675276868
6.9987483,0.02,0.7947125683826978
7.008761,0.02,0.7952802171606848
7.0187736,0.02,0.7958893641358404
7.028786,0.02,0.796539196274759
7.0387983,0.02,0.7972289327605321
7.048811,0.02,0.7979578452313631
7.0588236,0.02,0.7987251566480222
7.068836,0.02,0.7995301386741237
7.0788484,0.02,0.8003721119067065
7.088861,0.02,0.8012504255551939
7.0988736,0.02,0.8021644210922333
7.1088862,0.02,0.8031134840188012
7.1188984,0.02,0.8040969882744998
7.128911,0.02,0.8051144555346971
7.1389236,0.02,0.8061653200810672
7.1489363,0.02,0.8072490961704422
7.1589484,0.02,0.8083652397281454
7.168961,0.02,0.809513438249952
7.1789737,0.02,0.8106932455668944
7.1889863,0.02,0.8119042665899564
7.1989985,0.02,0.8131461229173883
7.209011,0.02,0.814418592800865
7.2190237,0.02,0.8157213892256876
7.2290363,0.02,0.8170542282871696
7.2390485,0.02,0.8184168534042565
7.249061,0.02,0.8198091754427502
7.2590737,0.02,0.8212310286267585
7.2690864,0.02,0.8226822605378165
7.2790985,0.02,0.8241626850916212
7.289111,0.02,0.825672380315946
7.299124,0.02,0.8272113228033715
7.3091364,0.02,0.8287793260871152
7.3191485,0.02,0.8303764405286206
7.329161,0.02,0.8320028085419785
7.339174,0.02,0.8336585022697955
7.3491864,0.02,0.8353434115430293
7.3591986,0.02,0.8370576909845912
7.3692117,0.02,0.8388016399216006
7.3792243,0.02,0.8405751395788504
7.389237,0.02,0.8423784313919553
7.399249,0.02,0.8442115173574714
7.4092617,0.02,0.8460748125368156
7.4192743,0.02,0.8479683375564878
7.429287,0.02,0.8498923031386096
7.439299,0.02,0.8518467297999704
7.4493117,0.02,0.8538320698798283
7.4593244,0.02,0.8558483668617612
7.469337,0.02,0.8578957771166962
7.479349,0.02,0.8599743679108075
7.489362,0.02,0.8620846398076946
7.4993744,0.02,0.8642264156036481
7.509387,0.02,0.8664000121631711
7.519399,0.02,0.8686053889516362
7.529412,0.02,0.870843020730426
7.5394244,0.02,0.8731126555800615
7.549437,0.02,0.8754145579386936
